"Product Name","Category","Sub-Category","total_sales","total_profit","profit_margin","total_quantity"
"Pizazz Global Quick File","Office Supplies","Storage","706.584000000000014","189.2208000000000540","0.2678","48"
"Xerox 1929","Office Supplies","Paper","703.472","308.796799999999990","0.4390","32"
"I.R.I.S IRISCard Anywhere 5 Card Scanner","Technology","Machines","701.94600000000014","304.17659999999996","0.4333","6"
"Imation 8GB Mini TravelDrive USB 2.0 Flash Drive","Technology","Accessories","700.408000000000068","17.510200000000026","0.0250","26"
"Eldon Gobal File Keepers","Office Supplies","Storage","696.440000000000020","-1.2112000000000512","-0.0017","48"
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h","Office Supplies","Storage","694.620000000000004","171.6120000000000524","0.2471","64"
"Executive Impressions 14"" Contract Wall Clock","Furniture","Furnishings","693.576000000000042","187.1765999999999422","0.2699","34"
"Trimflex Flexible Post Binders","Office Supplies","Binders","692.7119999999999556","225.772800000000028","0.3259","42"
"Sterilite Officeware Hinged File Box","Office Supplies","Storage","691.680000000000012","156.1520000000000082","0.2258","70"
"Eldon Simplefile Box Office","Office Supplies","Storage","691.664","154.25600000000000076","0.2230","60"
"2300 Heavy-Duty Transfer File Systems by Perma","Office Supplies","Storage","689.448000000000052","41.9663999999999298","0.0609","32"
"Fellowes Mighty 8 Compact Surge Protector","Office Supplies","Appliances","689.180","134.5928000000000284","0.1953","38"
"Eldon Cleatmat Chair Mats for Medium Pile Carpets","Furniture","Furnishings","688.200000000000018","-84.359999999999928","-0.1226","16"
"Acco Six-Outlet Power Strip, 4' Cord Length","Office Supplies","Appliances","686.151999999999968","163.0904000000000042","0.2377","82"
"GBC VeloBind Cover Sets","Office Supplies","Binders","685.5359999999999924","37.056000000000028","0.0541","84"
"Tops Green Bar Computer Printout Paper","Office Supplies","Paper","685.16","342.58","0.5000","14"
"Boston 19500 Mighty Mite Electric Pencil Sharpener","Office Supplies","Art","685.099999999999984","184.9770","0.2700","34"
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner","Technology","Machines","683.98200000000008","-638.3832","-0.9333","6"
"Classic Ivory Antique Telephone ZL1810","Technology","Phones","683.332","80.392000000000024","0.1176","8"
"Letter Size File","Office Supplies","Storage","682.84000000000012","119.099999999999922","0.1744","20"
"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5","Technology","Phones","679.659999999999976","46.3768000000000480","0.0682","44"
"Luxo Economy Swing Arm Lamp","Furniture","Furnishings","677.96","189.828800000000044","0.2800","34"
"Tenex File Box, Personal Filing Tote with Lid, Black","Office Supplies","Storage","676.236000000000028","125.3208000000000176","0.1853","48"
"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes","Office Supplies","Envelopes","673.904","301.943999999999996","0.4481","68"
"Wasp CCD Handheld Bar Code Reader","Technology","Machines","673.02","89.735999999999934","0.1333","6"
"BlueLounge Milo Smartphone Stand, White/Metallic","Technology","Phones","671.776","153.5488000000000286","0.2286","24"
"Xerox 226","Office Supplies","Paper","668.736000000000066","311.5584000000000104","0.4659","106"
"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""","Office Supplies","Binders","668.735999999999994","196.492799999999988","0.2938","44"
"Contract Clock, 14"", Brown","Furniture","Furnishings","668.192","58.906400000000006","0.0882","42"
"Holmes 99% HEPA Air Purifier","Office Supplies","Appliances","667.12799999999998","173.7131999999999602","0.2604","34"
"Eldon Econocleat Chair Mats for Low Pile Carpets","Furniture","Furnishings","663.52","79.622399999999970","0.1200","16"
"Bulldog Vacuum Base Pencil Sharpener","Office Supplies","Art","661.848","119.1805999999999552","0.1801","62"
"SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card","Technology","Accessories","659.892000000000084","-97.1652000000000824","-0.1472","62"
"Xerox 1979","Office Supplies","Paper","656.776000000000010","281.917999999999986","0.4292","22"
"Multimedia Mailers","Office Supplies","Envelopes","651.72","299.7912","0.4600","4"
"KeyTronic E03601U1 - Keyboard - Beige","Technology","Accessories","648","116.6399999999999444","0.1800","36"
"RCA ViSYS 25425RE1 Corded phone","Technology","Phones","647.95200000000012","72.89459999999994","0.1125","6"
"Sauder Cornerstone Collection Library","Furniture","Bookcases","644.38400000000004","-162.3352000000000706","-0.2519","28"
"Kensington K72356US Mouse-in-a-Box USB Desktop Mouse","Technology","Accessories","643.692","212.3519999999999974","0.3299","40"
"Personal Creations Ink Jet Cards and Labels","Office Supplies","Paper","642.88","315.011200000000016","0.4900","56"
"White Envelopes, White Envelopes with Clear Poly Window","Office Supplies","Envelopes","640.500000000000004","278.1599999999999418","0.4343","44"
"Konica Minolta magicolor 1690MF Multifunction Printer","Technology","Machines","639.84","236.74080000000004","0.3700","16"
"X-Rack File for Hanging Folders","Office Supplies","Storage","636.755999999999984","135.4799999999999742","0.2128","60"
"Rogers Jumbo File, Granite","Office Supplies","Storage","635.544","-9.77760000000001384","-0.0154","48"
"Seth Thomas 13 1/2"" Wall Clock","Furniture","Furnishings","632.968000000000004","142.2399999999999528","0.2247","40"
"Executive Impressions 13"" Clairmont Wall Clock","Furniture","Furnishings","630.744","176.9160000000000304","0.2805","40"
"Avery Trapezoid Extra Heavy Duty 4"" Binders","Office Supplies","Binders","629.100000000000024","0.000000000000046","0.0000","30"
"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""","Office Supplies","Binders","620.412000000000028","104.894399999999984","0.1691","62"
"Executive Impressions 14"" Two-Color Numerals Wall Clock","Furniture","Furnishings","617.983999999999984","189.0304000000000364","0.3059","32"
"Recycled Easel Ring Binders","Office Supplies","Binders","617.6880000000000074","43.2679999999999182","0.0700","70"
"Fiskars Softgrip Scissors","Office Supplies","Supplies","614.880000000000036","172.1664000000000358","0.2800","56"
"Acme Box Cutter Scissors","Office Supplies","Supplies","613.800000000000032","144.4476000000000372","0.2353","62"
"3M Replacement Filter for Office Air Cleaner for 20' x 33' Room","Office Supplies","Appliances","606.719999999999996","-40.953599999999974","-0.0675","28"
"Eldon Fold 'N Roll Cart System","Office Supplies","Storage","603.936000000000004","127.4975999999999902","0.2111","48"
"Eldon Shelf Savers Cubes and Bins","Office Supplies","Storage","600.280000000000010","-15.35600000000002686","-0.0256","90"
"Lexmark S315 Color Inkjet Printer","Technology","Machines","599.940000000000014","69.992999999999966","0.1167","10"
"Tensor Track Tree Floor Lamp","Furniture","Furnishings","599.699999999999954","76.3617999999999980","0.1273","34"
"Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room","Office Supplies","Appliances","598.415999999999958","-354.446400000000188","-0.5923","18"
"Memorex Micro Travel Drive 8 GB","Technology","Accessories","598.000000000000018","226.1999999999999670","0.3783","52"
"Coloredge Poster Frame","Furniture","Furnishings","596.399999999999964","232.596","0.3900","42"
"Boston Home & Office Model 2000 Electric Pencil Sharpeners","Office Supplies","Art","595.979999999999948","140.9540000000000272","0.2365","26"
"Maxell DVD-RAM Discs","Technology","Accessories","593.28","255.110400000000042","0.4300","36"
"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box","Office Supplies","Fasteners","592.368000000000022","239.4727999999999756","0.4043","58"
"Xerox 1933","Office Supplies","Paper","589.439999999999986","277.036799999999972","0.4700","48"
"Stanley Contemporary Battery Pencil Sharpeners","Office Supplies","Art","587.39999999999998","126.0239999999999802","0.2145","48"
"Micropad Numeric Keypads","Technology","Accessories","583.707999999999956","133.9329999999999538","0.2295","30"
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size","Furniture","Furnishings","582.912","194.3039999999999562","0.3333","30"
"Acco 6 Outlet Guardian Premium Plus Surge Suppressor","Office Supplies","Appliances","578.911999999999972","-227.534400000000074","-0.3930","62"
"Peel-Off China Markers","Office Supplies","Art","575.940","218.8572000000000112","0.3800","62"
"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity","Office Supplies","Binders","575.7359999999999578","128.2889999999999694","0.2228","78"
"OtterBox Commuter Series Case - iPhone 5 & 5s","Technology","Phones","571.740","205.826399999999996","0.3600","32"
"Fellowes Personal Hanging Folder Files, Navy","Office Supplies","Storage","569.432","105.2912000000000336","0.1849","48"
"Embossed Ink Jet Note Cards","Office Supplies","Paper","568.764000000000036","216.671999999999986","0.3810","30"
"Iris 3-Drawer Stacking Bin, Black","Office Supplies","Storage","568.207999999999992","-86.9024000000000022","-0.1529","32"
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","Office Supplies","Paper","563.7840000000000092","255.203999999999998","0.4527","74"
"Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5","Technology","Phones","563.316","12.2459999999999668","0.0217","12"
"Xerox 1898","Office Supplies","Paper","561.120000000000004","241.5487999999999974","0.4305","92"
"Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive","Technology","Accessories","560","218.400000000000020","0.3900","28"
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner","Technology","Machines","559.91999999999994","240.765600000000018","0.4300","8"
"Macally Suction Cup Mount","Technology","Phones","559.26","-62.14","-0.1111","52"
"Westinghouse Clip-On Gooseneck Lamps","Furniture","Furnishings","559.115999999999988","88.38719999999999072","0.1581","76"
"Acme Forged Steel Scissors with Black Enamel Handles","Office Supplies","Supplies","558.600","135.5535999999999682","0.2427","64"
"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost","Office Supplies","Storage","558.360000000000046","46.5299999999999584","0.0833","44"
"Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors","Office Supplies","Appliances","555.84","166.751999999999952","0.3000","8"
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""","Office Supplies","Labels","554.759999999999982","253.368","0.4567","56"
"Large Capacity Hanging Post Binders","Office Supplies","Binders","553.890000000000040","-38.922000000000058","-0.0703","44"
"Neat Ideas Personal Hanging Folder Files, Black","Office Supplies","Storage","553.316","116.03519999999998292","0.2097","44"
"HP Standard 104 key PS/2 Keyboard","Technology","Accessories","551.000000000000014","115.9999999999999964","0.2105","40"
"Stanley Bostitch Contemporary Electric Pencil Sharpeners","Office Supplies","Art","550.152000000000026","85.5792000000000052","0.1556","38"
"Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black","Technology","Phones","545.776000000000088","54.5775999999999816","0.1000","22"
"Fellowes Binding Cases","Office Supplies","Binders","542.8799999999999754","143.909999999999918","0.2651","62"
"Advantus Panel Wall Certificate Holder - 8.5x11","Furniture","Furnishings","541.679999999999988","216.1840000000000348","0.3991","46"
"Adjustable Personal File Tote","Office Supplies","Storage","540.496000000000008","106.7968000000000328","0.1976","36"
"Plastic Binding Combs","Office Supplies","Binders","539.340000000000032","169.982999999999990","0.3152","46"
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black","Office Supplies","Binders","538.788000000000030","-4.5660000000000854","-0.0085","70"
"GBC White Gloss Covers, Plain Front","Office Supplies","Binders","538.6560000000000268","62.8431999999999892","0.1167","62"
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""","Office Supplies","Paper","536.999999999999982","247.019999999999942","0.4600","60"
"Xerox 1938","Office Supplies","Paper","536.48","187.767999999999972","0.3500","14"
"Avery 475","Office Supplies","Labels","532.800000000000076","266.400000000000036","0.5000","36"
"Belkin F9S820V06 8 Outlet Surge","Office Supplies","Appliances","532.671999999999946","-240.352000000000114","-0.4512","34"
"Belkin Standard 104 key USB Keyboard","Technology","Accessories","531.076000000000010","10.2129999999999706","0.0192","42"
"Ultra Door Pull Handle","Furniture","Furnishings","530.207999999999986","149.5943999999999860","0.2821","54"
"Maxell 4.7GB DVD+RW 3/Pack","Technology","Accessories","528.876","176.8230","0.3343","34"
"Newell 324","Office Supplies","Art","526.680000000000024","144.14399999999999986","0.2737","46"
"Southworth 100% Résumé Paper, 24lb.","Office Supplies","Paper","525.928","226.3979999999999644","0.4305","70"
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany","Furniture","Furnishings","525.503999999999978","-15.2320000000000880","-0.0290","40"
"File Shuttle I and Handi-File","Office Supplies","Storage","525.336000000000068","102.8412000000000284","0.1958","26"
"Belkin 6 Outlet Metallic Surge Strip","Office Supplies","Appliances","524.898000000000040","57.4992000000000008","0.1095","58"
"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite","Technology","Phones","523.2","83.7120000000000196","0.1600","56"
"Hand-Finished Solid Wood Document Frame","Furniture","Furnishings","520.296","136.9199999999999730","0.2632","16"
"3M Office Air Cleaner","Office Supplies","Appliances","519.60","181.860","0.3500","20"
"Desktop 3-Pocket Hot File","Office Supplies","Storage","519.36","119.0200000000000244","0.2292","10"
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13","Office Supplies","Envelopes","518.184","230.304","0.4444","24"
"Executive Impressions 10"" Spectator Wall Clock","Furniture","Furnishings","517.44","175.929599999999958","0.3400","44"
"GBC Standard Recycled Report Covers, Clear Plastic Sheets","Office Supplies","Binders","517.4399999999999834","-54.3312000000000622","-0.1050","102"
"Avery Legal 4-Ring Binder","Office Supplies","Binders","516.1080000000000748","180.427999999999992","0.3496","32"
"Mediabridge Sport Armband iPhone 5s","Technology","Phones","515.484000000000012","-77.92200000000001520","-0.1512","60"
"GBC Poly Designer Binding Covers","Office Supplies","Binders","512.243999999999978","204.8975999999999548","0.4000","36"
"Berol Giant Pencil Sharpener","Office Supplies","Art","509.699999999999974","99.5613999999999286","0.1953","34"
"Executive Impressions 13"" Chairman Wall Clock","Furniture","Furnishings","507.60000000000002","144.665999999999966","0.2850","22"
"Linden 10"" Round Wall Clock, Black","Furniture","Furnishings","507.295999999999996","83.7344000000000042","0.1651","42"
"Apple EarPods with Remote and Mic","Technology","Phones","503.820","100.7639999999999864","0.2000","20"
"Magnifier Swing Arm Lamp","Furniture","Furnishings","503.52","130.915200000000012","0.2600","24"
"Sony 32GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","502.799999999999988","105.5880","0.2100","24"
"Hanging Personal Folder File","Office Supplies","Storage","502.399999999999978","102.0500000000000236","0.2031","34"
"Sony Micro Vault Click 4 GB USB 2.0 Flash Drive","Technology","Accessories","501.84","70.2576000000000328","0.1400","36"
"Avery 473","Office Supplies","Labels","496.799999999999988","238.463999999999992","0.4800","48"
"Belkin OmniView SE Rackmount Kit","Office Supplies","Storage","496.72","0","0.0000","14"
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack","Technology","Accessories","496.584","182.0808","0.3667","24"
"Nu-Dell Leatherette Frames","Furniture","Furnishings","493.296000000000002","162.9023999999999964","0.3302","36"
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book","Office Supplies","Paper","493.163999999999976","218.0303999999999756","0.4421","56"
"Strathmore Photo Mount Cards","Office Supplies","Paper","490.872000000000004","212.6207999999999910","0.4331","76"
"SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair","Furniture","Chairs","490.176000000000014","29.8367999999999752","0.0609","24"
"Xerox 1890","Office Supplies","Paper","489.40","244.70","0.5000","10"
"Brown Kraft Recycled Envelopes","Office Supplies","Envelopes","489.024","234.323999999999996","0.4792","30"
"Aluminum Document Frame","Furniture","Furnishings","488.800000000000052","112.4239999999999288","0.2300","44"
"Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection","Office Supplies","Appliances","488.576000000000024","83.280000000000004","0.1705","20"
"GBC Imprintable Covers","Office Supplies","Binders","483.1200000000000482","79.9343999999999944","0.1655","72"
"Quality Park Security Envelopes","Office Supplies","Envelopes","481.528000000000060","176.385799999999996","0.3663","22"
"RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting","Technology","Phones","479.93999999999994","4.7993999999999630","0.0100","6"
"Logitech M510 Wireless Mouse","Technology","Accessories","479.880000000000044","104.773799999999988","0.2183","14"
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia","Technology","Phones","479.680000000000016","158.594200000000012","0.3306","42"
"Holmes HEPA Air Purifier","Office Supplies","Appliances","479.160000000000032","82.7639999999999692","0.1727","28"
"Avery Flip-Chart Easel Binder, Black","Office Supplies","Binders","478.9319999999999964","75.644399999999982","0.1579","34"
"Xerox 216","Office Supplies","Paper","476.928000000000072","193.881600000000008","0.4065","84"
"Wilson Jones Leather-Like Binders with DublLock Round Rings","Office Supplies","Binders","476.6580000000000144","50.9831999999999330","0.1070","92"
"Xerox 1982","Office Supplies","Paper","475.07200000000004","179.06559999999998","0.3769","24"
"Martin-Yale Premier Letter Opener","Office Supplies","Supplies","473.984000000000032","-25.76000000000000474","-0.0543","40"
"Recycled Eldon Regeneration Jumbo File","Office Supplies","Storage","471.551999999999992","117.8879999999999842","0.2500","40"
"Avery 50","Office Supplies","Labels","471.128000000000002","205.491999999999960","0.4362","40"
"Acco D-Ring Binder w/DublLock","Office Supplies","Binders","470.3599999999999758","-205.6756000000000124","-0.4373","62"
"DAX Two-Tone Silver Metal Document Frame","Furniture","Furnishings","469.568","169.6112000000000108","0.3612","26"
"Newell 312","Office Supplies","Art","469.535999999999968","68.91199999999998550","0.1468","98"
"Spigen Samsung Galaxy S5 Case Wallet","Technology","Phones","468.923999999999962","91.7459999999999742","0.1957","30"
"Panasonic KP-4ABK Battery-Operated Pencil Sharpener","Office Supplies","Art","468.48","135.859199999999988","0.2900","32"
"Maxell 74 Minute CDR, 10/Pack","Technology","Accessories","465.527999999999992","145.1351999999999884","0.3118","52"
"Petty Cash Envelope","Office Supplies","Paper","463.712000000000016","188.719999999999996","0.4070","20"
"Tenex Personal Self-Stacking Standard File Box, Black/Gray","Office Supplies","Storage","459.952","89.6229999999999944","0.1949","30"
"Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210","Office Supplies","Appliances","459.772000000000014","107.3920000000000014","0.2336","56"
"Dixon Ticonderoga Core-Lock Colored Pencils","Office Supplies","Art","459.144000000000010","117.3367999999999692","0.2556","56"
"Advantus Motivational Note Cards","Office Supplies","Paper","455.88","188.6399999999999870","0.4138","40"
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”","Office Supplies","Paper","454.08","208.8767999999999732","0.4600","66"
"Iris Project Case","Office Supplies","Storage","450.072000000000012","95.75999999999998408","0.2128","60"
"Advantus Plastic Paper Clips","Office Supplies","Fasteners","450","205.5999999999999926","0.4569","94"
"Cisco 8961 IP Phone Charcoal","Technology","Machines","449.87400000000008","-329.9076","-0.7333","6"
"Portable Personal File Box","Office Supplies","Storage","449.328000000000004","110.6226000000000480","0.2462","38"
"iOttie XL Car Mount","Technology","Phones","447.776","-100.749600000000022","-0.2250","28"
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book","Office Supplies","Paper","446.880000000000024","223.440000000000012","0.5000","56"
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack","Office Supplies","Art","439.560000000000008","136.7520000000000020","0.3111","62"
"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite","Office Supplies","Storage","436.831999999999966","104.0687999999999828","0.2382","28"
"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page","Office Supplies","Paper","436.188","190.5311999999999858","0.4368","68"
"Fiskars 8"" Scissors, 2/Pack","Office Supplies","Supplies","434.447999999999978","91.7167999999999290","0.2111","28"
"ARKON Windshield Dashboard Air Vent Car Mount Holder","Technology","Phones","433.92","-31.1880000000000380","-0.0719","28"
"3M Polarizing Light Filter Sleeves","Furniture","Furnishings","432.67999999999998","150.6919999999999550","0.3483","28"
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7","Furniture","Furnishings","432.288000000000016","147.8880000000000296","0.3421","50"
"iOttie HLCRIO102 Car Mount","Technology","Phones","431.783999999999988","-23.9880000000000550","-0.0556","24"
"Xerox 214","Office Supplies","Paper","430.272000000000060","180.9216000000000078","0.4205","74"
"DXL Angle-View Binders with Locking Rings by Samsill","Office Supplies","Binders","430.218","133.3830000000000042","0.3100","70"
"Cisco SPA 501G IP Phone","Technology","Phones","426.96000000000004","32.021999999999962","0.0750","6"
"Xerox 188","Office Supplies","Paper","426.383999999999984","195.0479999999999852","0.4574","40"
"GBC Wire Binding Strips","Office Supplies","Binders","425.316","-36.8183999999999630","-0.0866","28"
"Wilson Jones Turn Tabs Binder Tool for Ring Binders","Office Supplies","Binders","424.1600000000000134","117.0295999999999988","0.2759","118"
"Standard Line “While You Were Out” Hardbound Telephone Message Book","Office Supplies","Paper","422.016","160.8936","0.3813","22"
"Seth Thomas 8 1/2"" Cubicle Clock","Furniture","Furnishings","421.824","118.4351999999999876","0.2808","22"
"Xerox 1931","Office Supplies","Paper","419.904000000000056","177.2928000000000078","0.4222","72"
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set","Office Supplies","Art","419.327999999999984","99.590400000000012","0.2375","14"
"SANFORD Major Accent Highlighters","Office Supplies","Art","419.136000000000010","155.7600000000000208","0.3716","60"
"Cardinal EasyOpen D-Ring Binders","Office Supplies","Binders","418.612000000000050","53.0119999999999982","0.1266","80"
"Ibico Plastic and Wire Spiral Binding Combs","Office Supplies","Binders","416.442000000000004","43.1615999999999838","0.1036","82"
"Acco Perma 2700 Stacking Storage Drawers","Office Supplies","Storage","416.360","11.8960000000000292","0.0286","16"
"Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired","Technology","Accessories","415.792","125.5371999999999564","0.3019","22"
"GBC Linen Binding Covers","Office Supplies","Binders","415.132000000000036","-164.813600000000066","-0.3970","36"
"Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs","Furniture","Chairs","414.36800000000006","51.795999999999964","0.1250","2"
"Epson Perfection V600 Photo Scanner","Technology","Machines","413.98200000000008","-344.9850","-0.8333","6"
"JM Magazine Binder","Office Supplies","Binders","409.448000000000054","100.3808000000000334","0.2452","36"
"Texas Instruments TI-34 Scientific Calculator","Technology","Machines","409.01399999999998","129.3011999999999810","0.3161","24"
"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room","Office Supplies","Appliances","407.88","175.388400000000036","0.4300","36"
"Kingston Digital DataTraveler 64GB USB 2.0","Technology","Accessories","405.36","32.4287999999999668","0.0800","12"
"Pyle PRT45 Retro Home Telephone","Technology","Phones","403.136","45.352799999999988","0.1125","8"
"Fellowes Desktop Hanging File Manager","Office Supplies","Storage","402.90","100.7250","0.2500","30"
"Xerox 1912","Office Supplies","Paper","402.164","185.147199999999970","0.4604","22"
"Southworth 25% Cotton Antique Laid Paper & Envelopes","Office Supplies","Paper","400.3200000000000032","161.7959999999999528","0.4042","52"
"Prang Drawing Pencil Set","Office Supplies","Art","400.3199999999999804","108.30879999999999456","0.2706","156"
"PayAnywhere Card Reader","Technology","Phones","399.6000000000000578","34.9649999999999938","0.0875","50"
"Bionaire 99.97% HEPA Air Cleaner","Office Supplies","Appliances","399.455999999999992","35.040","0.0877","32"
"Laser & Ink Jet Business Envelopes","Office Supplies","Envelopes","396.923999999999990","166.451999999999996","0.4194","40"
"Eldon 500 Class Desk Accessories","Furniture","Furnishings","395.896","120.9414000000000068","0.3055","34"
"Angle-D Binders with Locking Rings, Label Holders","Office Supplies","Binders","395.6599999999999954","70.6639999999999742","0.1786","84"
"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box","Office Supplies","Envelopes","395.64","162.652000000000010","0.4111","20"
"Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener","Office Supplies","Art","395.64","118.691999999999996","0.3000","18"
"Square Credit Card Reader, 4 1/2"" x 4 1/2"" x 1"", White","Technology","Phones","395.6040000000000356","109.6901999999999596","0.2773","54"
"Eureka Hand Vacuum, Bagless","Office Supplies","Appliances","395.44","110.72320000000002","0.2800","8"
"Alliance Super-Size Bands, Assorted Sizes","Office Supplies","Fasteners","395.224","-20.69480000000000696","-0.0524","54"
"Avery Recycled Flexi-View Covers for Binding Systems","Office Supplies","Binders","394.3380000000000082","-139.140400000000012","-0.3528","64"
"Xerox 225","Office Supplies","Paper","393.984000000000026","171.5904000000000104","0.4355","66"
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk","Office Supplies","Paper","393.96","189.1008000000000224","0.4800","42"
"Newell 309","Office Supplies","Art","392.700000000000012","69.2999999999999918","0.1765","40"
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7","Furniture","Furnishings","392.496000000000016","110.2007999999999504","0.2808","34"
"Acme Tagit Stainless Steel Antibacterial Scissors","Office Supplies","Supplies","392.040000000000024","74.0519999999999970","0.1889","44"
"Acme Galleria Hot Forged Steel Scissors with Colored Handles","Office Supplies","Supplies","390.104","99.7281999999999546","0.2556","26"
"Career Cubicle Clock, 8 1/4"", Black","Furniture","Furnishings","389.376","137.9040000000000092","0.3542","20"
"Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive","Technology","Accessories","389.088000000000034","106.5360","0.2738","40"
"Contemporary Wood/Metal Frame","Furniture","Furnishings","387.840000000000028","9.6959999999999600","0.0250","36"
"Project Tote Personal File","Office Supplies","Storage","387.228","88.3889999999999388","0.2283","30"
"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear","Office Supplies","Binders","383.9599999999999962","100.4559999999999972","0.2616","94"
"Computer Printout Paper with Letter-Trim Fine Perforations","Office Supplies","Paper","383.2","183.935999999999978","0.4800","8"
"Xerox 1895","Office Supplies","Paper","382.7200000000000208","165.6459999999999934","0.4328","66"
"Avery Premier Heavy-Duty Binder with Round Locking Rings","Office Supplies","Binders","382.7039999999999912","58.8335999999999890","0.1537","42"
"Sony 16GB Class 10 Micro SDHC R40 Memory Card","Technology","Accessories","381.544000000000002","10.3119999999999894","0.0270","32"
"Gear Head AU3700S Headset","Technology","Phones","379.308000000000028","-23.9016000000000232","-0.0630","32"
"Speck Products Candyshell Flip Case","Technology","Phones","377.892000000000026","-36.3896000000000238","-0.0963","16"
"Xerox 209","Office Supplies","Paper","375.84","180.403200000000016","0.4800","58"
"White GlueTop Scratch Pads","Office Supplies","Paper","372.992","145.587199999999954","0.3903","28"
"Wirebound Message Book, 4 per Page","Office Supplies","Paper","369.240000000000004","175.3889999999999922","0.4750","70"
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack","Technology","Accessories","369.072000000000006","134.2080000000000392","0.3636","60"
"GBC Wire Binding Combs","Office Supplies","Binders","368.1040000000000182","83.1335999999999898","0.2258","52"
"Ibico Covers for Plastic or Wire Binding Elements","Office Supplies","Binders","367.9999999999999948","114.9999999999999830","0.3125","40"
"Eldon Expressions Wood Desk Accessories, Oak","Furniture","Furnishings","366.048","20.2211999999999496","0.0552","66"
"Xerox 1955","Office Supplies","Paper","365.440000000000056","118.767999999999972","0.3250","20"
"Fellowes Twister Kit, Gray/Clear, 3/pkg","Office Supplies","Binders","365.0159999999999642","-6.4320000000000148","-0.0176","84"
"Deluxe Chalkboard Eraser Cleaner","Office Supplies","Art","364.98","152.9219999999999926","0.4190","34"
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""","Office Supplies","Paper","362.912000000000038","155.2685999999999944","0.4278","38"
"Fellowes Smart Surge Ten-Outlet Protector, Platinum","Office Supplies","Appliances","361.32","101.169600000000016","0.2800","6"
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H","Office Supplies","Storage","361.192000000000032","33.6075999999999606","0.0930","66"
"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""","Furniture","Furnishings","360.92","-92.807999999999992","-0.2571","8"
